booking_id,age,country,travel_type,transport,hotel_stars,nights,distance_km,season,booking_advance_days,travel_insurance,total_price,cancelled
2601,51,Germany,Leisure,Plane,4,6,9885,Autumn,156,yes,2223.47,no
2602,35,Germany,Leisure,Plane,3,2,812,Winter,83,yes,715.06,no
2603,30,UK,Business,Train,5,4,3755,Summer,94,yes,1849.1,no
2604,58,UK,Leisure,Plane,4,12,6341,Autumn,166,no,3271.08,no
2605,40,France,Business,Plane,1,1,6572,Winter,172,no,1327.99,no
2606,36,UK,Business,Plane,4,4,7860,Winter,2,yes,2025.73,no
2607,62,Spain,Leisure,Plane,5,14,9740,Autumn,73,yes,3916.67,no
2608,28,UK,Leisure,Plane,2,7,3748,Spring,35,yes,1796.5,no
2609,18,Spain,Leisure,Plane,4,14,5224,Spring,129,yes,3427.11,no
2610,41,UK,Leisure,Plane,3,8,8750,Autumn,174,no,2706.9,no
2611,71,France,Leisure,Train,5,2,2943,Autumn,63,yes,1364.33,no
2612,24,Spain,Leisure,Plane,1,3,8073,Winter,95,no,1392.08,no
2613,42,Italy,Leisure,Train,5,1,692,Autumn,45,yes,767.77,no
2614,38,Spain,Business,Train,2,7,597,Autumn,125,yes,1683.79,no
2615,32,France,Leisure,Train,1,4,2234,Winter,37,yes,657.36,no
2616,18,USA,Business,Plane,2,11,2549,Autumn,7,yes,2033.26,no
2617,29,Spain,Leisure,Plane,2,10,5512,Autumn,110,no,1741.82,no
2618,24,UK,Business,Plane,3,8,7548,Autumn,144,yes,2599.95,no
2619,32,UK,Leisure,Plane,4,5,4392,Winter,178,yes,1681.64,no
2620,38,USA,Leisure,Train,3,9,126,Autumn,142,no,1447.46,no
2621,36,France,Business,Plane,3,6,2353,Spring,134,no,1776.28,no
2622,46,Germany,Leisure,Plane,3,11,3742,Autumn,149,no,2688.74,no
2623,42,UK,Leisure,Plane,1,10,3755,Spring,138,yes,2020.98,no
2624,50,Italy,Leisure,Plane,4,2,9575,Autumn,32,yes,1596.3,no
2625,66,France,Leisure,Plane,4,1,1186,Winter,134,no,772.55,no
2626,49,Spain,Leisure,Plane,1,1,8122,Spring,2,no,971.04,no
2627,66,Spain,Business,Plane,3,12,2115,Autumn,39,yes,2055.12,no
2628,52,Italy,Leisure,Plane,3,12,5167,Autumn,49,yes,2651.08,no
2629,61,UK,Leisure,Plane,2,14,7223,Autumn,27,yes,3308.4,no
2630,55,France,Business,Plane,2,14,7184,Autumn,56,yes,2993.95,no
2631,43,Italy,Leisure,Plane,5,9,9199,Winter,14,yes,3097.4,no
2632,28,UK,Leisure,Plane,2,1,3563,Summer,151,yes,669.84,no
2633,52,France,Business,Plane,4,3,4441,Spring,103,yes,1716.21,no
2634,25,Spain,Leisure,Train,1,12,6521,Autumn,118,yes,2679.51,no
2635,63,France,Leisure,Train,3,2,4567,Winter,122,yes,1249.67,no
2636,31,USA,Leisure,Train,5,12,9100,Summer,105,yes,2575.9,no
2637,27,Germany,Leisure,Plane,2,4,2996,Winter,179,yes,977.43,no
2638,19,France,Leisure,Train,5,1,3228,Autumn,25,no,1141.69,no
2639,63,Germany,Leisure,Train,1,1,4355,Summer,53,yes,640.83,no
2640,26,France,Business,Train,1,4,9442,Spring,11,no,1719.46,no
2641,20,Germany,Leisure,Plane,5,13,6980,Spring,163,no,3786.05,no
2642,38,USA,Leisure,Train,5,13,1434,Winter,37,yes,2104.33,no
2643,43,Spain,Business,Plane,5,14,8809,Spring,9,yes,3502.28,no
2644,25,UK,Leisure,Plane,3,4,7178,Spring,28,yes,1729.15,no
2645,65,Germany,Business,Plane,4,7,1388,Summer,55,no,2216.18,no
2646,19,USA,Leisure,Plane,2,8,9037,Spring,174,yes,2041.41,no
2647,23,Germany,Business,Plane,2,13,5747,Summer,127,yes,3128.27,no
2648,45,Spain,Leisure,Plane,2,8,6028,Summer,70,no,2225.26,no
2649,70,Germany,Leisure,Plane,5,8,4902,Summer,27,no,2594.18,no
2650,46,USA,Leisure,Train,5,14,797,Spring,10,yes,2066.66,no
2651,43,USA,Leisure,Plane,5,14,574,Winter,151,no,2887.76,no
2652,42,Italy,Business,Plane,3,12,7796,Winter,149,yes,3276.27,no
2653,29,Spain,Leisure,Plane,3,14,6632,Spring,173,no,2390.01,no
2654,22,Italy,Leisure,Plane,3,9,8802,Summer,126,yes,2577.83,no
2655,51,Spain,Business,Plane,3,1,8829,Spring,3,no,2201.65,yes
2656,65,Germany,Leisure,Plane,1,9,3044,Autumn,43,yes,1304.75,no
2657,54,USA,Leisure,Plane,3,10,5732,Winter,99,yes,2192.03,no
2658,32,Italy,Leisure,Plane,3,8,5484,Summer,7,yes,2147.59,no
2659,61,Germany,Leisure,Plane,3,1,1466,Spring,155,no,667.26,no
2660,53,USA,Leisure,Plane,2,7,1161,Summer,42,yes,953.7,no
2661,32,Spain,Business,Plane,2,9,2407,Autumn,97,yes,2083.91,no
2662,60,USA,Leisure,Train,2,4,407,Summer,4,yes,848.79,no
2663,65,Germany,Leisure,Plane,4,13,9288,Autumn,136,yes,3683.41,no
2664,40,Italy,Business,Plane,1,13,9576,Winter,84,no,3772.73,no
2665,23,Italy,Leisure,Plane,5,9,9421,Summer,145,no,3135.6,no
2666,63,USA,Leisure,Plane,3,1,403,Spring,5,no,537.59,no
2667,67,Germany,Leisure,Plane,2,9,6586,Summer,113,no,2419.02,no
2668,61,France,Leisure,Plane,1,6,5666,Summer,137,yes,1142.59,no
2669,60,Spain,Leisure,Plane,3,4,5257,Autumn,136,yes,1428.0,no
2670,62,Spain,Leisure,Plane,4,12,3991,Autumn,7,yes,2615.26,no
2671,38,Germany,Leisure,Plane,5,12,9146,Spring,37,no,2828.33,no
2672,40,France,Business,Plane,3,5,5824,Winter,55,no,1831.13,no
2673,60,Italy,Leisure,Train,5,7,6380,Winter,67,yes,2225.98,no
2674,72,UK,Business,Plane,3,10,5450,Autumn,136,yes,2779.34,no
2675,33,UK,Leisure,Plane,4,13,9109,Spring,69,yes,3980.94,no
2676,64,Germany,Leisure,Train,1,4,9264,Summer,5,yes,1811.95,no
2677,70,France,Leisure,Train,5,8,4233,Spring,17,no,2174.59,no
2678,32,France,Business,Plane,5,3,9470,Spring,111,yes,2505.37,no
2679,42,Spain,Leisure,Plane,1,2,204,Spring,58,no,439.11,no
2680,53,Italy,Leisure,Plane,5,1,8546,Winter,155,no,1573.25,no
2681,28,USA,Business,Plane,2,14,7671,Summer,104,no,3867.24,no
2682,68,France,Leisure,Plane,1,13,6701,Spring,113,no,1808.83,no
2683,32,USA,Business,Plane,4,6,6771,Winter,92,yes,2622.06,no
2684,21,UK,Leisure,Plane,3,2,8882,Winter,68,no,1719.16,no
2685,38,USA,Business,Plane,3,8,8816,Autumn,28,yes,2563.31,no
2686,30,Italy,Business,Plane,1,11,8661,Summer,89,no,3364.89,no
2687,39,Italy,Leisure,Plane,2,10,3063,Spring,178,yes,2269.91,no
2688,36,USA,Leisure,Plane,4,13,8955,Summer,106,yes,3265.16,no
2689,51,Germany,Leisure,Plane,3,4,789,Autumn,67,yes,1086.82,no
2690,31,France,Business,Plane,3,9,6843,Autumn,122,yes,2588.45,no
2691,21,Germany,Leisure,Plane,2,4,2688,Spring,159,no,808.75,no
2692,65,USA,Leisure,Train,5,4,1635,Winter,101,no,1456.85,no
2693,70,France,Leisure,Plane,1,13,2128,Autumn,12,yes,1529.25,no
2694,69,Spain,Leisure,Plane,2,12,1956,Winter,101,yes,1400.19,no
2695,63,Germany,Leisure,Train,2,8,3286,Autumn,4,no,1568.36,yes
2696,44,Germany,Leisure,Plane,2,12,2869,Summer,121,yes,2013.03,no
2697,46,USA,Leisure,Train,2,13,6185,Spring,42,no,2300.93,no
2698,64,UK,Leisure,Plane,5,8,6586,Autumn,22,yes,2726.7,no
2699,45,USA,Leisure,Plane,4,5,7341,Summer,1,no,1935.08,yes
2700,52,Germany,Leisure,Plane,2,3,3087,Autumn,48,no,1071.15,no
2701,25,France,Business,Plane,2,12,8235,Spring,43,yes,3053.81,no
2702,33,UK,Business,Plane,1,2,6190,Summer,102,yes,1515.27,no
2703,59,USA,Leisure,Train,3,9,9440,Winter,148,no,2863.16,no
2704,53,USA,Leisure,Plane,5,14,880,Autumn,18,no,3117.08,no
2705,47,Germany,Leisure,Plane,2,9,4505,Autumn,177,no,2388.49,no
2706,35,Germany,Leisure,Plane,4,5,2253,Summer,76,yes,1386.17,no
2707,19,Spain,Leisure,Plane,4,14,8847,Spring,145,yes,3747.49,no
2708,66,USA,Leisure,Plane,4,13,3396,Autumn,150,yes,2345.88,no
2709,30,Germany,Leisure,Plane,1,8,3413,Summer,82,yes,1101.86,no
2710,21,Italy,Business,Plane,4,7,4592,Spring,10,no,2381.83,no
2711,43,UK,Leisure,Plane,1,3,6396,Autumn,24,yes,1305.62,no
2712,42,Italy,Leisure,Plane,5,12,2683,Summer,140,no,1967.4,no
2713,47,UK,Leisure,Train,4,5,3143,Spring,4,no,1683.11,yes
2714,28,USA,Business,Plane,3,13,7669,Autumn,170,no,3674.47,no
2715,24,Spain,Leisure,Plane,2,9,6079,Autumn,126,yes,1622.6,no
2716,48,Germany,Leisure,Plane,5,4,1269,Spring,133,yes,1333.13,no
2717,61,Germany,Leisure,Plane,3,3,3362,Spring,154,no,1204.38,no
2718,27,Germany,Leisure,Plane,5,7,7136,Summer,80,yes,2438.73,no
2719,56,USA,Leisure,Train,4,8,6826,Autumn,5,no,2302.54,yes
2720,30,UK,Leisure,Plane,5,5,4122,Autumn,154,no,1922.06,no
2721,48,Germany,Leisure,Plane,5,13,8492,Summer,83,yes,3378.49,no
2722,24,Italy,Leisure,Plane,5,8,1990,Autumn,6,yes,1962.89,no
2723,73,Germany,Leisure,Plane,1,5,8303,Autumn,152,yes,2031.97,no
2724,66,USA,Business,Plane,3,9,5271,Autumn,7,no,2669.42,yes
2725,59,Spain,Leisure,Train,4,7,9617,Winter,10,yes,2180.52,no
2726,59,Italy,Business,Plane,2,5,6764,Spring,167,no,2116.86,no
2727,73,Germany,Leisure,Plane,4,13,7407,Winter,78,no,2906.52,no
2728,53,Germany,Leisure,Plane,4,9,6343,Winter,156,yes,1951.32,no
2729,37,France,Leisure,Plane,1,5,3656,Spring,42,no,1380.33,no
2730,21,UK,Leisure,Plane,1,8,7404,Winter,62,no,1733.0,no
2731,71,Italy,Business,Train,5,12,5066,Summer,125,no,3347.71,no
2732,24,France,Business,Plane,4,4,465,Winter,22,yes,1298.12,no
2733,71,Spain,Leisure,Train,3,9,8151,Summer,57,yes,2316.03,no
2734,18,UK,Leisure,Plane,1,12,756,Spring,96,yes,2290.78,no
2735,61,Italy,Leisure,Plane,1,6,8452,Autumn,139,yes,2043.23,no
2736,73,Germany,Leisure,Plane,3,6,8466,Spring,142,yes,1730.08,no
2737,62,Italy,Leisure,Plane,1,14,3570,Spring,31,no,2885.82,no
2738,59,Germany,Leisure,Train,3,3,4160,Winter,4,yes,1048.02,no
2739,64,UK,Business,Plane,2,13,5699,Spring,109,no,2912.66,no
2740,30,Germany,Leisure,Plane,3,3,644,Spring,150,yes,829.46,no
2741,72,Spain,Business,Train,2,4,6526,Summer,118,yes,1920.81,no
2742,39,USA,Business,Plane,5,1,1861,Autumn,93,yes,1322.42,no
2743,71,Germany,Business,Train,5,6,1056,Winter,99,no,2028.13,no
2744,38,Spain,Leisure,Plane,1,1,8743,Autumn,77,yes,1510.86,no
2745,39,USA,Leisure,Plane,3,11,8276,Autumn,83,yes,2475.26,no
2746,45,UK,Leisure,Train,1,4,7891,Autumn,115,no,1966.31,no
2747,26,UK,Leisure,Plane,3,13,8373,Winter,61,yes,3402.9,no
2748,43,Italy,Leisure,Train,1,7,1336,Spring,100,no,1355.57,no
2749,26,Spain,Business,Plane,5,12,5011,Autumn,134,yes,2820.49,no
2750,32,Spain,Business,Train,5,6,6377,Winter,79,yes,2572.8,no
2751,27,France,Business,Plane,1,8,546,Spring,6,yes,1885.89,no
2752,41,France,Business,Plane,3,4,2265,Autumn,66,no,1457.43,no
2753,74,USA,Leisure,Train,4,9,1719,Summer,164,no,1933.07,no
2754,59,USA,Leisure,Plane,3,10,1893,Winter,143,yes,2286.62,no
2755,25,France,Leisure,Plane,1,8,9465,Autumn,76,yes,2350.7,no
2756,41,USA,Leisure,Train,3,14,6105,Winter,40,yes,2680.11,no
2757,33,Germany,Business,Plane,2,5,745,Summer,169,yes,1480.8,no
2758,66,France,Leisure,Train,3,14,478,Winter,7,yes,2621.01,no
2759,43,Spain,Leisure,Plane,5,6,2755,Spring,22,yes,1486.78,no
2760,44,Germany,Leisure,Plane,5,5,7209,Autumn,72,yes,1933.66,no
2761,54,USA,Leisure,Plane,2,6,3684,Winter,106,yes,1773.24,no
2762,21,UK,Leisure,Plane,3,1,1240,Winter,139,no,661.68,no
2763,67,Italy,Business,Plane,4,4,3835,Autumn,130,no,1924.61,no
2764,41,France,Leisure,Plane,3,9,761,Summer,30,yes,1289.65,no
2765,36,UK,Leisure,Plane,5,4,5536,Summer,68,no,1848.09,no
2766,53,USA,Leisure,Plane,5,2,8303,Autumn,89,yes,1663.88,no
2767,56,Spain,Leisure,Plane,1,6,5309,Autumn,149,yes,1377.48,no
2768,27,Italy,Leisure,Train,5,2,487,Spring,153,no,959.07,no
2769,42,UK,Business,Plane,1,3,3123,Winter,73,no,1481.58,no
2770,35,Italy,Leisure,Plane,5,7,4835,Winter,72,yes,1862.82,no
2771,36,France,Leisure,Train,5,4,8391,Summer,133,yes,2287.88,no
2772,53,USA,Leisure,Plane,4,1,6571,Spring,66,no,1365.89,no
2773,27,Spain,Leisure,Train,1,9,2871,Winter,85,no,1201.4,no
2774,50,USA,Leisure,Plane,1,6,4269,Spring,49,no,1661.26,no
2775,72,Italy,Leisure,Plane,5,9,7363,Autumn,8,no,2873.39,yes
2776,67,UK,Leisure,Plane,1,3,6335,Winter,155,yes,1175.75,no
2777,22,France,Business,Plane,5,5,4119,Autumn,2,yes,1935.54,no
2778,64,France,Leisure,Plane,5,9,4370,Summer,28,no,2155.27,no
2779,66,USA,Leisure,Train,3,6,5956,Summer,139,yes,1634.16,no
2780,52,UK,Leisure,Plane,1,2,134,Autumn,46,yes,445.45,no
2781,61,UK,Leisure,Plane,2,1,7718,Summer,126,no,1304.9,no
2782,51,Italy,Business,Plane,1,9,3480,Autumn,21,yes,2395.03,no
2783,50,USA,Business,Plane,1,1,5576,Autumn,170,yes,1150.28,no
2784,72,USA,Leisure,Plane,4,14,7643,Autumn,32,yes,2724.87,no
2785,38,Germany,Business,Train,2,5,3276,Summer,160,yes,1595.17,no
2786,34,USA,Business,Plane,2,1,8467,Summer,150,no,1570.41,no
2787,39,France,Business,Plane,4,5,2253,Summer,77,yes,1872.0,no
2788,65,Italy,Leisure,Plane,4,5,4787,Autumn,21,yes,1599.8,no
2789,54,UK,Leisure,Train,1,7,1686,Spring,150,yes,986.54,no
2790,32,USA,Leisure,Train,3,7,8156,Summer,34,yes,1978.54,no
2791,52,Italy,Business,Plane,4,11,5522,Spring,138,yes,2600.57,no
2792,45,USA,Leisure,Train,2,10,3758,Summer,65,yes,2242.85,no
2793,24,UK,Leisure,Plane,2,1,1052,Winter,65,no,495.29,no
2794,49,Spain,Leisure,Train,1,9,6370,Winter,88,no,1859.48,no
2795,28,UK,Leisure,Plane,3,1,5465,Winter,67,yes,986.15,no
2796,27,UK,Leisure,Plane,5,5,2971,Spring,43,yes,1410.74,no
2797,26,UK,Business,Plane,4,7,3078,Summer,115,yes,1735.8,no
2798,31,USA,Leisure,Plane,4,12,3070,Autumn,169,yes,2442.02,no
2799,30,Germany,Business,Plane,1,8,5008,Spring,141,yes,2133.67,no
2800,74,UK,Leisure,Plane,3,2,2059,Summer,118,yes,815.01,no
2801,42,France,Leisure,Plane,2,14,5282,Winter,4,yes,2668.48,no
2802,19,France,Leisure,Train,2,1,905,Spring,23,no,464.22,no
2803,52,Italy,Leisure,Plane,5,4,3200,Summer,70,no,1492.92,no
2804,24,Germany,Leisure,Plane,2,12,1675,Autumn,162,no,2274.06,no
2805,38,Italy,Leisure,Plane,4,4,8891,Spring,41,yes,1817.98,no
2806,35,France,Leisure,Train,5,10,2715,Autumn,146,yes,2216.79,no
2807,20,France,Business,Train,3,12,8903,Spring,120,yes,3737.43,no
2808,59,Spain,Leisure,Plane,5,6,5726,Winter,90,no,2285.59,no
2809,71,UK,Leisure,Plane,3,1,8852,Winter,161,yes,1525.47,no
2810,56,France,Leisure,Plane,2,14,726,Winter,153,yes,2134.32,no
2811,58,USA,Leisure,Plane,1,1,6984,Autumn,52,yes,1164.59,no
2812,66,USA,Leisure,Plane,5,3,2911,Winter,145,no,1261.12,no
2813,28,Italy,Leisure,Train,5,5,1710,Autumn,51,yes,1623.46,no
2814,56,Italy,Leisure,Plane,4,12,8966,Autumn,131,yes,3346.2,no
2815,41,UK,Leisure,Plane,4,6,148,Autumn,55,no,1168.98,no
2816,63,UK,Leisure,Plane,3,5,1486,Winter,119,yes,1003.51,no
2817,36,Spain,Business,Plane,1,13,2002,Summer,113,yes,2222.34,no
2818,21,Germany,Leisure,Plane,4,13,4822,Autumn,35,yes,2419.49,no
2819,43,Italy,Leisure,Plane,4,13,4472,Summer,68,no,3214.37,no
2820,55,UK,Business,Plane,2,5,3942,Autumn,92,yes,1653.77,no
2821,59,Italy,Leisure,Train,2,9,7169,Winter,59,yes,1810.06,no
2822,49,UK,Leisure,Plane,4,2,4411,Winter,13,no,1183.88,no
2823,56,France,Leisure,Plane,3,12,8521,Winter,62,yes,2162.64,no
2824,62,Italy,Leisure,Train,1,12,7906,Spring,94,no,2181.5,no
2825,63,France,Leisure,Plane,4,1,6566,Winter,175,no,1289.29,no
2826,53,Italy,Leisure,Plane,3,6,8097,Summer,3,yes,2317.78,no
2827,57,Germany,Business,Plane,3,9,6468,Autumn,21,yes,2414.62,no
2828,54,Spain,Business,Plane,4,7,1785,Summer,104,no,1934.1,no
2829,50,USA,Leisure,Plane,3,8,9602,Spring,65,no,2451.99,no
2830,53,USA,Leisure,Plane,5,5,8239,Summer,146,no,2447.39,no
2831,20,USA,Leisure,Plane,3,10,5233,Autumn,13,yes,2166.79,no
2832,26,France,Leisure,Plane,4,4,8924,Autumn,77,no,2031.61,no
2833,25,UK,Leisure,Plane,3,6,2522,Winter,109,yes,1427.51,no
2834,50,USA,Leisure,Train,4,3,2850,Spring,96,yes,1082.92,no
2835,23,Germany,Leisure,Plane,2,1,8624,Spring,93,no,1626.95,no
2836,58,USA,Leisure,Train,4,11,6409,Summer,45,no,2396.51,no
2837,56,Italy,Business,Plane,3,4,8798,Winter,62,yes,2182.1,no
2838,21,France,Leisure,Plane,4,9,4312,Winter,30,no,2339.96,no
2839,30,Italy,Business,Plane,1,4,1042,Winter,14,yes,1035.12,no
2840,66,Italy,Business,Plane,4,1,8927,Autumn,10,yes,2367.41,no
2841,19,Italy,Leisure,Plane,4,14,9881,Spring,159,no,3053.98,no
2842,22,Spain,Business,Plane,1,4,1562,Summer,6,yes,1330.73,no
2843,61,Spain,Leisure,Plane,1,7,7571,Summer,119,no,1987.65,no
2844,44,UK,Leisure,Plane,1,3,2091,Summer,19,no,732.96,no
2845,49,France,Leisure,Train,5,10,5490,Winter,12,yes,2724.0,no
2846,38,Germany,Leisure,Plane,4,6,212,Spring,117,no,1253.08,no
2847,25,Germany,Leisure,Plane,1,14,7283,Spring,103,yes,3117.18,no
2848,55,Germany,Leisure,Plane,1,1,2363,Autumn,114,yes,456.57,no
2849,25,Italy,Leisure,Train,2,11,8718,Autumn,82,no,2602.88,no
2850,67,Spain,Leisure,Train,5,4,5354,Autumn,9,no,1951.13,yes
2851,20,France,Leisure,Train,4,3,9358,Summer,134,yes,1799.8,no
2852,71,Italy,Leisure,Plane,3,14,2911,Summer,129,yes,2169.39,no
2853,61,Spain,Leisure,Plane,5,1,933,Spring,170,yes,784.14,no
2854,20,Spain,Leisure,Plane,5,3,7327,Autumn,93,yes,1732.16,no
2855,39,USA,Leisure,Plane,2,4,8521,Summer,177,yes,1673.42,no
2856,23,USA,Leisure,Train,4,5,4354,Autumn,99,yes,1767.31,no
2857,19,France,Business,Plane,4,6,9115,Autumn,99,yes,2401.84,no
2858,40,France,Leisure,Train,1,2,2618,Spring,30,no,619.15,no
2859,61,France,Leisure,Plane,1,2,3767,Spring,35,yes,845.84,no
2860,19,Italy,Leisure,Train,5,6,9396,Summer,63,yes,2894.12,no
2861,55,UK,Business,Plane,2,5,1141,Spring,150,no,1490.5,no
2862,34,France,Leisure,Plane,4,1,5212,Autumn,171,yes,1090.64,no
2863,52,USA,Leisure,Plane,2,3,807,Spring,28,no,755.43,no
2864,51,UK,Leisure,Plane,3,11,7558,Autumn,146,yes,3080.14,no
2865,40,Italy,Leisure,Plane,4,5,1483,Autumn,32,yes,1304.95,no
2866,47,UK,Leisure,Plane,1,13,1402,Summer,69,yes,2533.35,no
2867,69,Germany,Leisure,Plane,5,12,7218,Summer,162,yes,3242.85,no
2868,25,UK,Business,Plane,2,12,8968,Summer,159,yes,3045.56,no
2869,39,France,Leisure,Plane,1,2,2664,Autumn,110,yes,687.36,no
2870,61,Italy,Leisure,Plane,5,1,9855,Spring,97,yes,2034.74,no
2871,53,France,Business,Train,1,9,1360,Summer,132,yes,1570.34,no
2872,22,USA,Leisure,Train,4,5,3303,Summer,142,yes,1406.07,no
2873,30,Germany,Business,Plane,2,2,457,Spring,15,no,991.52,no
2874,46,USA,Leisure,Plane,3,10,5504,Spring,20,no,2024.5,no
2875,48,France,Business,Plane,1,4,5512,Summer,20,no,1518.9,no
2876,64,France,Leisure,Plane,2,3,3334,Autumn,177,no,1089.92,no
2877,74,France,Business,Plane,4,7,8183,Autumn,99,yes,2822.0,no
2878,72,Spain,Business,Plane,1,1,518,Summer,68,yes,666.72,no
2879,33,Germany,Leisure,Plane,4,10,8006,Spring,18,no,2828.46,no
2880,59,France,Leisure,Plane,3,12,5687,Autumn,152,yes,2404.43,no
2881,47,France,Leisure,Plane,3,12,4055,Spring,155,yes,2325.31,no
2882,74,USA,Business,Plane,5,4,1693,Winter,33,yes,1758.35,no
2883,72,USA,Leisure,Plane,5,7,4702,Spring,125,yes,1793.31,no
2884,33,France,Leisure,Plane,5,11,9677,Spring,64,yes,2717.43,no
2885,29,Italy,Leisure,Plane,4,10,344,Winter,153,no,1527.96,no
2886,34,Spain,Leisure,Plane,5,13,4672,Autumn,69,no,2326.91,no
2887,33,USA,Leisure,Plane,2,5,714,Autumn,146,yes,874.72,no
2888,29,Italy,Business,Train,4,4,349,Autumn,45,no,1651.01,no
2889,25,Spain,Leisure,Plane,4,4,6720,Summer,110,yes,1642.41,no
2890,37,France,Business,Plane,5,11,9887,Winter,20,no,4004.52,no
2891,20,Germany,Leisure,Plane,5,12,5969,Spring,35,no,2891.25,no
2892,33,UK,Leisure,Plane,4,14,6071,Winter,134,yes,3443.41,no
2893,47,UK,Leisure,Plane,3,2,610,Winter,91,no,634.61,no
2894,62,France,Leisure,Plane,3,8,6068,Winter,9,yes,1873.95,no
2895,40,USA,Business,Train,5,12,4969,Winter,156,yes,3135.92,no
2896,45,Italy,Business,Plane,3,4,9657,Winter,19,no,2371.28,no
2897,68,Germany,Leisure,Train,2,2,7605,Winter,103,no,1419.03,no
2898,57,Spain,Leisure,Plane,2,9,7747,Summer,85,no,2494.34,no
2899,71,France,Leisure,Train,2,14,9215,Winter,63,no,2791.08,no
2900,22,Germany,Business,Plane,4,14,173,Winter,95,no,2660.24,no
2901,37,Germany,Business,Train,4,13,9100,Autumn,135,no,3892.75,no
2902,57,USA,Business,Plane,4,12,2978,Winter,37,no,3064.89,no
2903,73,Spain,Leisure,Plane,4,10,5241,Winter,89,yes,2061.28,no
2904,61,Germany,Leisure,Plane,4,13,2226,Autumn,92,yes,1968.97,no
2905,18,USA,Leisure,Train,5,7,2304,Autumn,36,yes,1792.34,no
2906,74,Italy,Leisure,Train,3,3,6570,Autumn,17,yes,1435.45,no
2907,47,USA,Leisure,Plane,5,7,3779,Spring,90,no,1719.08,no
2908,38,Italy,Leisure,Plane,3,1,8189,Winter,92,yes,1548.37,no
2909,37,Italy,Leisure,Plane,5,12,1084,Winter,165,yes,2236.28,no
2910,23,Germany,Business,Plane,2,1,1398,Winter,49,no,901.78,no
2911,39,USA,Business,Plane,1,4,7648,Autumn,81,yes,2150.46,no
2912,35,Italy,Leisure,Plane,4,4,7287,Summer,34,yes,1904.48,no
2913,25,Spain,Leisure,Train,1,4,4055,Winter,158,yes,1148.53,no
2914,56,Germany,Leisure,Plane,1,9,5813,Autumn,155,no,1776.61,no
2915,49,USA,Business,Plane,2,6,3787,Autumn,179,yes,2037.38,no
2916,50,USA,Business,Plane,1,3,3145,Autumn,137,no,1234.42,no
2917,70,UK,Business,Plane,1,6,9151,Spring,20,yes,2549.09,no
2918,33,USA,Business,Plane,2,2,6816,Autumn,175,no,1497.67,no
2919,29,Germany,Leisure,Plane,3,2,2185,Summer,147,yes,965.3,no
2920,55,Spain,Leisure,Plane,5,7,6633,Spring,68,yes,2578.18,no
2921,69,USA,Leisure,Train,1,14,2827,Autumn,77,yes,2223.84,no
2922,51,UK,Leisure,Train,4,3,476,Summer,102,yes,862.87,no
2923,31,Germany,Business,Plane,2,7,7092,Summer,140,yes,2939.99,no
2924,53,Italy,Leisure,Plane,1,3,5800,Winter,125,yes,923.01,no
2925,50,France,Leisure,Plane,3,12,4790,Autumn,73,yes,2936.34,no
2926,40,France,Leisure,Plane,3,12,2894,Autumn,79,no,1850.1,no
2927,67,Italy,Business,Plane,4,2,1165,Winter,113,yes,1226.08,no
2928,62,USA,Leisure,Plane,1,4,3782,Summer,133,no,859.39,no
2929,19,France,Leisure,Plane,4,4,7737,Autumn,25,no,1611.02,no
2930,58,France,Leisure,Train,3,3,1151,Winter,101,yes,791.88,no
2931,38,Italy,Leisure,Plane,3,9,8920,Winter,31,yes,2373.7,no
2932,19,USA,Leisure,Plane,5,6,8180,Summer,174,no,2612.66,no
2933,44,USA,Business,Train,3,5,2473,Summer,34,no,1786.9,no
2934,74,Italy,Leisure,Plane,2,13,6862,Autumn,169,no,1984.17,no
2935,26,USA,Business,Plane,5,12,8158,Autumn,68,no,2903.78,no
2936,18,USA,Leisure,Plane,4,12,6568,Spring,122,yes,2792.3,no
2937,28,Germany,Leisure,Train,3,6,4074,Summer,166,yes,1609.78,no
2938,20,Germany,Business,Plane,2,13,9475,Spring,46,no,3594.28,no
2939,69,Italy,Leisure,Train,5,11,6759,Spring,69,no,2801.18,no
2940,40,Spain,Leisure,Plane,2,8,7928,Winter,27,no,2504.64,no
2941,43,France,Business,Plane,5,5,4941,Winter,171,no,2221.24,no
2942,21,Germany,Leisure,Plane,5,13,9569,Autumn,45,yes,3466.73,no
2943,35,France,Business,Plane,5,13,2051,Summer,18,no,2628.55,no
2944,72,UK,Leisure,Plane,4,4,4021,Summer,32,no,1514.43,no
2945,23,Italy,Leisure,Plane,5,7,3524,Spring,2,yes,1694.47,no
2946,52,Spain,Leisure,Plane,5,12,6825,Spring,169,yes,3084.4,no
2947,39,UK,Business,Plane,2,14,9617,Autumn,20,yes,3813.4,no
2948,60,UK,Leisure,Train,5,5,1271,Winter,38,no,1554.9,no
2949,32,USA,Business,Plane,4,4,3869,Summer,1,yes,1704.64,no
2950,39,UK,Business,Train,2,14,3731,Summer,142,yes,2834.44,no
2951,54,Italy,Leisure,Plane,5,5,2410,Summer,153,yes,1303.72,no
2952,69,Germany,Leisure,Plane,2,11,2443,Summer,137,yes,2085.1,no
2953,59,Italy,Leisure,Plane,4,4,3486,Winter,136,yes,1482.31,no
2954,29,Germany,Leisure,Plane,2,8,3167,Autumn,16,no,1808.57,no
2955,64,UK,Leisure,Plane,4,8,2439,Autumn,114,no,2091.94,no
